FindingID,ReviewID,Protocol,InterventionID,Intervention_Name,Comparison,OutcomeMeasureID,Outcome_Measure,Outcome_Domain,Period,Sample_Description,Is_Subgroup,Outcome_Sample_Size,Outcome_Measure_Intervention_Sample_Size,Outcome_Measure_Comparison_Sample_Size,Intervention_Clusters_Sample_Size,Comparison_Clusters_Sample_Size,Intervention_Mean,Comparison_Mean,Intervention_Standard_Deviation,Comparison_Standard_Deviation,Effect_Size_Study,Effect_Size_WWC,Improvement_Index,p_Value_Study,p_Value_WWC,ICC,Clusters_Total,Is_Statistically_Significant,Finding_Rating,ESSA_Rating,L1_Unit_of_Analysis,FavorableUnfavorableDesignation
63577,1912061,Review of Individual Studies,1793,"Relational scaffolding – Jee & Anggoro, (2019)",Other intervention,27474,Researcher-developed test of day/night cycle understanding,Earth/Space Sciences,0 Days,Overall - Relational scaffolding compared to 3D-model only,True,79,52,27,52,27,15.2399148026835,13.3,5.1,5.2,,0.374165163438385,15,,0.121661582513755,,,False,1,,Student,
63578,1912061,Review of Individual Studies,1793,"Relational scaffolding – Jee & Anggoro, (2019)",Other intervention,27474,Researcher-developed test of day/night cycle understanding,Earth/Space Sciences,0 Days,Overall - Relational scaffolding compared to no relational scaffolding,True,79,52,27,52,27,15.0415054214006,12.3,5.1,4.7,,0.546381210771287,21,,0.0262823683974265,,,True,1,,Student,
63579,1912061,Review of Individual Studies,1793,"Relational scaffolding – Jee & Anggoro, (2019)",Other intervention,27474,Researcher-developed test of day/night cycle understanding,Earth/Space Sciences,0 Days,Overall - Relational scaffolding compared to sequential scaffolding,True,101,52,49,52,49,15.1823215492263,14.04,5.1,5.9,,0.206026607443904,8,,0.304548413333764,,,False,1,,Student,
63591,1912438,Study Review Protocol,1966,Extended Foreign Language program with Spanish language instruction,Business as usual,1867,Florida Comprehensive Assessment Test (FCAT): Mathematics,General Mathematics Achievement,-2 Years,Overall - Grade 3,True,440,220,220,18,18,655.1,648.5,39.51,41.39,,0.16188276146385,6,,0.345808162804324,0.2,,False,2,,Student,
63592,1912438,Study Review Protocol,1966,Extended Foreign Language program with Spanish language instruction,Business as usual,26696,Florida Comprehensive Assessment Test (FCAT) - Reading ,General Literacy Achievement,-2 Years,Overall - Grade 3,True,440,220,220,18,18,645.7,642.1,35.71,35.27,,0.100665484116435,4,,0.55735776970716,0.2,,False,2,,Student,
63603,1912061,Review of Individual Studies,1793,"Relational scaffolding – Jee & Anggoro, (2019)",Other intervention,27474,Researcher-developed test of day/night cycle understanding,Earth/Space Sciences,7 Weeks,Overall - Relational scaffolding compared to no relational scaffolding,True,58,34,24,34,24,14.7086657990091,11.1,5.1,5,,0.703696513755128,26,,0.0130710986962141,,,True,2,,Student,
63612,1912061,Review of Individual Studies,1793,"Relational scaffolding – Jee & Anggoro, (2019)",Other intervention,25040,Perspective Taking Test for Children,Geometry and Measurement,7 Weeks,Overall - Relational scaffolding compared to 3D-model only,True,52,33,19,33,19,11.4628147957011,10,4.3,3.3,,0.362991887210745,14,,0.216777957697439,,,False,2,,Student,
63626,1912061,Review of Individual Studies,1793,"Relational scaffolding – Jee & Anggoro, (2019)",Other intervention,25040,Perspective Taking Test for Children,Geometry and Measurement,7 Weeks,Overall - Relational scaffolding compared to sequential scaffolding,True,67,33,34,33,34,11.0795788849648,11.55,4.3,4.42,,-0.106612343568742,-4,,0.664301816363512,,,False,2,,Student,
63725,1912799,Study Review Protocol,1461,Dual language programs,Business as usual,28959,Oregon Assessments of Knowledge and Skills (OAKS) -Reading,General Literacy Achievement,-5 Years,Overall - Native English speakers; Grade 3 (5 years before end of intervention in Grade 8),True,1132,507,625,507,625,,,0.96,0.93,0.082,0.08684799658944,3,,0.123073395813787,,,False,1,,Student,
63726,1912799,Study Review Protocol,1461,Dual language programs,Business as usual,28959,Oregon Assessments of Knowledge and Skills (OAKS) -Reading,General Literacy Achievement,-3 Years,Overall - Native English speakers; Grade 5 (3 years before end of intervention in Grade 8),True,682,290,392,290,392,,,0.9,0.91,0.148,0.163217778467031,6,0.05,0.0160702173077555,,,True,1,,Student,
63727,1912799,Study Review Protocol,1461,Dual language programs,Business as usual,28959,Oregon Assessments of Knowledge and Skills (OAKS) -Reading,General Literacy Achievement,0 Days,Overall - Native English speakers; Grade 8,True,214,77,137,77,137,,,0.93,0.85,,0.242453735239392,10,0.05,0.0153969972697714,,,True,1,,Student,
63728,1912799,Study Review Protocol,1461,Dual language programs,Business as usual,28960,Oregon Assessments of Knowledge and Skills (OAKS) -Mathematics,General Mathematics Achievement,-5 Years,Overall - Native English speakers; Grade 3 (5 years before end of intervention in Grade 8),True,1129,506,623,506,623,,,0.95,0.93,0.01,0.0106423739667943,0,,0.863229374567,,,False,1,,Student,
63729,1912799,Study Review Protocol,1461,Dual language programs,Business as usual,28960,Oregon Assessments of Knowledge and Skills (OAKS) -Mathematics,General Mathematics Achievement,-3 Years,Overall - Native English speakers; Grade 5 (3 years before end of intervention in Grade 8),True,683,291,392,291,392,,,1.06,0.95,0.109,0.109062516230168,4,0.1,0.0949362680764954,,,False,1,,Student,
63730,1912799,Study Review Protocol,1461,Dual language programs,Business as usual,28960,Oregon Assessments of Knowledge and Skills (OAKS) -Mathematics,General Mathematics Achievement,0 Days,Overall - Native English speakers; Grade 8,True,215,77,138,77,138,,,1.35,1,0.196,0.171728937083983,7,0.05,0.0371913318141789,,,True,1,,Student,
63731,1912799,Study Review Protocol,1461,Dual language programs,Business as usual,28961,Oregon Assessments of Knowledge and Skills (OAKS) -Science,General science achievement ,-3 Years,Overall - Native English speakers; Grade 5 (3 years before end of intervention in Grade 8),True,661,278,383,278,383,,,0.87,0.88,0.087,0.0992234526013668,4,,0.215157511103312,,,False,1,,Student,
63732,1912799,Study Review Protocol,1461,Dual language programs,Business as usual,28961,Oregon Assessments of Knowledge and Skills (OAKS) -Science,General science achievement ,0 Days,Overall - Native English speakers; Grade 8,True,202,72,130,72,130,,,0.99,0.93,0.135,0.141313891992378,6,,0.200937862431276,,,False,1,,Student,
63765,1912765,Study Review Protocol,2461,Florida's developmental math education program before the 2014 reform—Mokher et al. (2021),Business as usual,27509,Completion of an advanced math course,Progressing in College,1 Year,Students near the threshold of being assigned to upper developmental education or college-level business-as-usual education,False,4019,1415,2604,1415,2604,14.1,22.6,,,,-0.349074034720392,-14,0.001,5.09531083991988E-10,,,True,1,,Student,
63768,1912765,Study Review Protocol,2461,Florida's developmental math education program before the 2014 reform—Mokher et al. (2021),Other intervention,27508,Completion of Intermediate Algebra,Progressing in College,1 Year,Students near the threshold of being assigned to lower developmental education or upper-level developmental education,False,7281,4304,2977,4304,2977,8.4,17.5,,,,-0.508243729345242,-19,0.001,0,,,True,1,,Student,
63771,1912768,Study Review Protocol,2027,Florida's developmental math education program after the 2014 reform—Mokher et al. (2021),Other intervention,27501,Completion of Intermediate Algebra,Progressing in College,1 Year,Students near the threshold of being assigned to lower developmental education or upper-level developmental education,False,6491,4251,2240,4251,2240,19,24.4,,,,-0.193416378557374,-8,0.0092,6.68739831510834E-07,,,True,1,,Student,
63773,1912768,Study Review Protocol,2027,Florida's developmental math education program after the 2014 reform—Mokher et al. (2021),Business as usual,27509,Completion of an advanced math course,Progressing in College,1 Year,Students near the threshold of being assigned to upper developmental education or college-level business-as-usual education,False,4949,1962,2987,1962,2987,28.5,34.8,,,,-0.176940169862533,-7,0.0266,5.46104079157672E-06,,,True,1,,Student,
63806,1912802,Study Review Protocol,2022,Project COMPASS,Business as usual,27506,Percent completed course with a C or higher,Postsecondary Academic Achievement,0 Days,Full sample,False,2295,1091,1204,1091,1204,53.42,52.57,,,,0.0206807686568202,1,0.758,0.683986577427812,,,False,1,,Student,
63820,1912802,Study Review Protocol,2022,Project COMPASS,Business as usual,27547,Percent Drop or Withdraw,Progressing in College,0 Days,Overall - Full sample,True,2295,1091,1204,1091,1204,31.92,38.54,,,,0.176218677555995,7,0.0025,0.00105292453813521,,,True,1,,Student,
63821,1912802,Study Review Protocol,2022,Project COMPASS,Business as usual,21653,College persistence - enrolled in higher education for another term,Progressing in College,0 Days,PSY-150 and BUS-110 students,False,1943,912,1031,912,1031,72.26,70.6,,,,0.0493089943504536,2,0.3808,0.419823420592194,,,False,1,,Student,
63824,1912802,Study Review Protocol,2022,Project COMPASS,Business as usual,27507,Percent completed course with a D or higher,Postsecondary Academic Achievement,0 Days,Overall - Full sample,True,2295,1091,1204,1091,1204,59.32,56.64,,,,0.0666859720213929,3,0.216,0.195105539327162,,,False,1,,Student,
63825,1912802,Study Review Protocol,2022,Project COMPASS,Business as usual,21616,College persistence - enrolled in higher education for another year,Progressing in College,1 Year,Overall - PSY-150 and BUS-110 students,True,1943,912,1031,912,1031,80.33,77.1,,,,0.117019483500403,5,0.0818,0.0843674503671243,,,False,1,,Student,
63839,1912702,Review of Individual Studies,973,Pathways to Success,Other intervention,27401,Cumulative HS GPA,Secondary school academic achievement,6 Months,Full sample - 6 month follow-up ,False,1287,651,636,651,636,291,293,0.85,0.87,0,0,0,0.9,1,,,False,1,,Student,
63842,1912702,Review of Individual Studies,973,Pathways to Success,Other intervention,27401,Cumulative HS GPA,Secondary school academic achievement,18 Months,Full sample - 18 month follow-up,False,1242,632,610,632,610,2.81,2.86,0.94,0.92,-0.02,-0.0214870257774366,-1,0.68,0.724818620564551,,,False,1,,Student,
63843,1912702,Review of Individual Studies,973,Pathways to Success,Other intervention,27815,"Student-reported school engagement (researcher-adapted from Finn, Pannozzo, & Voelkl, 1995)",Student engagement in school,6 Months,Full sample - 6 month follow-up,False,1179,600,579,600,579,3.59,3.6,0.52,0.54,-0.04,-0.0377177822518237,-2,0.43,0.517875058358111,,,False,1,,Student,
63846,1912702,Review of Individual Studies,973,Pathways to Success,Other intervention,27814,"Initiative-taking subscale - Teacher-reported student engagement (Finn, Pannozzo, and Voelkl, 1995)",Student engagement in school,6 Months,Full sample - 6 month follow-up,False,1175,598,577,598,577,2.65,2.67,0.87,0.87,-0.05,-0.0574345102017314,-2,0.31,0.325899638764154,,,False,1,,Student,
63847,1912702,Review of Individual Studies,973,Pathways to Success,Other intervention,27813,"Disruptive Behavior subscale - Teacher-reported student engagement (Finn, Pannozzo, and Voelkl, 1995)",Student engagement in school,6 Months,Full sample - 6 month follow-up,False,1164,590,574,590,574,1.43,1.35,0.61,0.53,0.11,0.104836377848239,4,0.07,0.0749504348513491,,,False,1,,Student,
63873,1912802,Study Review Protocol,2022,Project COMPASS,Business as usual,27506,Percent completed course with a C or higher,Postsecondary Academic Achievement,0 Days,Overall - Incoming academic performance below median,True,1120,542,578,542,578,45.39,42.03,,,,0.0827980525084413,3,0.333,0.258196073819171,,,False,1,,Student,
63874,1912802,Study Review Protocol,2022,Project COMPASS,Business as usual,27507,Percent completed course with a D or higher,Postsecondary Academic Achievement,0 Days,Overall - Incoming academic performance below median,True,1120,542,578,542,578,52.96,46.95,,,,0.145872889360061,6,0.0431,0.0454238687424238,,,True,1,,Student,
63876,1912802,Study Review Protocol,2022,Project COMPASS,Business as usual,24298,Withdraw rate,Progressing in College,0 Days,Overall - Incoming academic performance below median,True,1120,542,578,542,578,35.54,46.27,,,,0.270247485963009,11,0.0004,0.000321843275907785,,,True,1,,Student,
63879,1912732,Study Review Protocol,2171,"Magnitude estimation practice with feedback – Fitzsimmons et al., (2021)",Business as usual,27691,Researcher-developed percent absolute error in categorization,Numbers and Operations,0 Days,Full sample,False,49,22,27,22,27,26.1962,25.58,6.43,7.93,,0.0830796581720335,3,,0.71270065334667,,,False,1,,Student,
63884,1912732,Study Review Protocol,2171,"Magnitude estimation practice with feedback – Fitzsimmons et al., (2021)","Magnitude estimation practice with incorrect worked examples – Fitzsimmons et al., (2021)",27692,Researcher-developed percent absolute error in number line estimation,Numbers and Operations,0 Days,Overall - Full sample,True,40,21,19,21,19,39.3,30.48,10,5.98,,1.03643033891658,35,,0.00109959834018369,,,True,1,,Student,
63885,1912732,Study Review Protocol,2171,"Magnitude estimation practice with feedback – Fitzsimmons et al., (2021)","Magnitude estimation practice with correct worked examples – Fitzsimmons et al., (2021)",27692,Researcher-developed percent absolute error in number line estimation,Numbers and Operations,0 Days,Overall - Full sample,True,41,21,20,21,20,19.91,19.36,10,10.91,,0.0515969355821056,2,,0.847861805219109,,,False,1,,Student,
63887,1912732,Study Review Protocol,2171,"Magnitude estimation practice with feedback – Fitzsimmons et al., (2021)","Magnitude estimation practice with incorrect worked examples – Fitzsimmons et al., (2021)",27691,Researcher-developed percent absolute error in categorization,Numbers and Operations,0 Days,Overall - Full sample,True,41,22,19,22,19,32.4042,27.22,6.43,7.46,,0.734189930840421,27,,0.00830247507720028,,,True,1,,Student,
63888,1912732,Study Review Protocol,2171,"Magnitude estimation practice with feedback – Fitzsimmons et al., (2021)","Magnitude estimation practice with correct worked examples – Fitzsimmons et al., (2021)",27691,Researcher-developed percent absolute error in categorization,Numbers and Operations,0 Days,Overall - Full sample,True,42,22,20,22,20,20.2416,22.56,6.43,8.94,,-0.294468344501764,-12,,0.233830335804819,,,False,1,,Student,
63941,1912710,Study Review Protocol,2475,Repeating patterning and numeracy tutoring—Zippert et al. (2022).,Business as usual,27338,Researcher-developed Teacher-Based Patterning Assessment (TBP),Cognition,4 Days,Overall - Intervention and business-as-usual sample,True,143,72,71,72,71,-0.11,0.07,1.3,1.37,,-0.134091849042379,-5,,0.301550944126819,,,False,2,,Student,
63950,1912710,Study Review Protocol,2475,Repeating patterning and numeracy tutoring—Zippert et al. (2022).,"Literacy and numeracy tutoring, and business-as-usual",27338,Researcher-developed Teacher-Based Patterning Assessment (TBP),Cognition,4 Days,Full sample,False,211,72,139,72,139,-0.18,0,1.3,1.41,,-0.13056981470943,-5,,0.246838453405473,,,False,2,,Student,
63951,1912710,Study Review Protocol,2475,Repeating patterning and numeracy tutoring—Zippert et al. (2022).,"Literacy and numeracy tutoring, and business-as-usual",27342,Research-based Early Mathematics Assessment (REMA) Short Form – General Math,General Mathematics Achievement,4 Days,Full sample,False,211,72,139,72,139,-0.4,-0.43,1,0.89,,0.0321826337433408,1,,0.740000743566763,,,False,2,,Student,
63953,1912710,Study Review Protocol,2475,Repeating patterning and numeracy tutoring—Zippert et al. (2022).,"Literacy and numeracy tutoring, and business-as-usual",27693,Research-based Early Mathematics Assessment (REMA) Short Form – General Numeracy,Numbers and Operations,4 Days,Full sample,False,211,72,139,72,139,0.0899999999999999,0.06,1.55,1.5,,0.0197026084128165,1,,0.833385649547234,,,False,2,,Student,
63956,1912710,Study Review Protocol,2475,Repeating patterning and numeracy tutoring—Zippert et al. (2022).,Business as usual,27342,Research-based Early Mathematics Assessment (REMA) Short Form – General Math,General Mathematics Achievement,4 Days,Overall - Intervention and business-as-usual sample,True,143,72,71,72,71,-0.4,-0.43,1,0.96,,0.0304383821815041,1,,0.785005828201901,,,False,2,,Student,
63957,1912710,Study Review Protocol,2475,Repeating patterning and numeracy tutoring—Zippert et al. (2022).,Business as usual,27693,Research-based Early Mathematics Assessment (REMA) Short Form – General Numeracy,Numbers and Operations,4 Days,Overall - Intervention and business-as-usual sample,True,143,72,71,72,71,0.09,0.12,1.55,1.55,,-0.0192517045780095,-1,,0.858210249528235,,,False,2,,Student,
63964,1912710,Study Review Protocol,2475,Repeating patterning and numeracy tutoring—Zippert et al. (2022).,Literacy and numeracy tutoring,27338,Researcher-developed Teacher-Based Patterning Assessment (TBP),Cognition,4 Days,Overall - Intervention and literacy and numeracy sample,True,140,72,68,72,68,-0.25,-0.07,1.3,1.46,,-0.129724611378521,-5,,0.322730153005619,,,False,2,,Student,
63966,1912710,Study Review Protocol,2475,Repeating patterning and numeracy tutoring—Zippert et al. (2022).,Literacy and numeracy tutoring,27342,Research-based Early Mathematics Assessment (REMA) Short Form – General Math,General Mathematics Achievement,4 Days,Overall - Intervention and literacy and numeracy sample,True,140,72,68,72,68,-0.39,-0.42,1,0.82,,0.0325361145364357,1,,0.773018881894412,,,False,2,,Student,
63967,1912710,Study Review Protocol,2475,Repeating patterning and numeracy tutoring—Zippert et al. (2022).,Literacy and numeracy tutoring,27693,Research-based Early Mathematics Assessment (REMA) Short Form – General Numeracy,Numbers and Operations,4 Days,Overall - Intervention and literacy and numeracy sample,True,140,72,68,72,68,0.09,0,1.55,1.46,,0.0593970927437106,2,,0.585961870174964,,,False,2,,Student,
64010,1912835,Study Review Protocol,2123,Targeted emails to refer students to support services,Business as usual,27582,College retention rate,Progressing in College,2 Months,Full sample,False,1968,1000,968,1000,968,88,87,,,,0.0554372142407026,2,1,0.502969771135346,,,False,1,,Student,
64011,1912835,Study Review Protocol,2123,Targeted emails to refer students to support services,Business as usual,27582,College retention rate,Progressing in College,14 Months,Overall - Full sample,True,1968,1000,968,1000,968,63,65,,,,-0.0526196331266153,-2,0.27,0.356276611898731,,,False,1,,Student,
64012,1912835,Study Review Protocol,2123,Targeted emails to refer students to support services,Business as usual,27695,Transfer to four-year college,College Enrollment,2 Months,Full sample,False,1968,1000,968,1000,968,3,2,,,,0.251952489863851,10,0.54,0.159914807392275,,,False,1,,Student,
64013,1912835,Study Review Protocol,2123,Targeted emails to refer students to support services,Business as usual,27695,Transfer to four-year college,College Enrollment,14 Months,Overall - Full sample,True,1968,1000,968,1000,968,8,7,,,,0.0874801871083261,3,0.76,0.401004023133922,,,False,1,,Student,
64015,1912835,Study Review Protocol,2123,Targeted emails to refer students to support services,Business as usual,27413,Graduation from 2-year college,College Degree Attainment,2 Months,Overall - Full sample,True,1968,1000,968,1000,968,19,18,,,,0.040204432643691,2,0.96,0.568420917914955,,,False,1,,Student,
64016,1912835,Study Review Protocol,2123,Targeted emails to refer students to support services,Business as usual,27413,Graduation from 2-year college,College Degree Attainment,14 Months,Full sample,False,1968,1000,968,1000,968,29,28,,,,0.0297439768400061,1,0.85,0.623614482922536,,,False,1,,Student,
64018,1912835,Study Review Protocol,2123,Targeted emails to refer students to support services,Business as usual,27622,Passed developmental education,Progressing in Developmental College Courses,2 Months,Students enrolled in developmental education courses,False,465,246,219,246,219,71,59,,,,0.322071921123291,13,0.01,0.00723829726200209,,,True,1,Evidence Tier 3,Student,
64019,1912835,Study Review Protocol,2123,Targeted emails to refer students to support services,Business as usual,27622,Passed developmental education,Progressing in Developmental College Courses,14 Months,Overall - Students enrolled in developmental education,True,465,246,219,246,219,73,60,,,,0.357065131536908,14,0,0.00333478467376802,,,True,1,,Student,
64115,1912849,Preparing Young Children for School,2050,Second Step Early Learning (SSEL),Business as usual,25384,Head-Toes-Knees-Shoulders (HTKS),Self-regulation,0 Days,Full sample,False,410,211,199,16,15,18.7584869825852,15.19,16.82,16.42,,0.21422416561019,8,,0.109251883065766,0.1,,False,1,,Student,
64122,1912849,Preparing Young Children for School,2050,Second Step Early Learning (SSEL),Business as usual,25644,Backward Digit Span,Self-regulation,0 Days,Full sample,False,410,213,197,16,15,1.39945329246913,1.23,0.69,0.54,,0.271726958941206,11,,0.0689465404673439,0.1,,False,1,,Student,
64124,1912849,Preparing Young Children for School,2050,Second Step Early Learning (SSEL),Business as usual,27632,Emotion Matching Task: Short Form,Social-Emotional Learning,0 Days,Full sample,False,409,212,197,16,15,23.9902250729322,24.06,3.78,4,,-0.0179154373683355,-1,,0.904111263256226,0.1,,False,1,,Student,
64127,1912849,Preparing Young Children for School,2050,Second Step Early Learning (SSEL),Business as usual,27629,Challenging Situations Task: Prosocial,Social-Emotional Learning,0 Days,Full sample,False,411,213,198,16,15,2.79948535635683,2.64,1.78,1.65,,0.0926286664259817,4,,0.580929975368792,0.1,,False,1,,Student,
64199,1912711,Study Review Protocol,1835,Sitting Together And Reaching To Play (START-Play),Business as usual,27277,Gross Motor Function Measure (GMFM): Sitting dimension,Functional Skills,0 Days,Overall - Significant motor delay at baseline,True,50,25,25,25,25,,,,,0.34,,13,0.084,0.231242104510262,,,False,1,,Student,
64200,1912711,Study Review Protocol,1835,Sitting Together And Reaching To Play (START-Play),Business as usual,27369,Assessment of Problem Solving in Play (APSP),Cognition,0 Days,Overall - Significant motor delay at baseline,True,50,25,25,25,25,,,,,0.41,,16,0.001,0.151499135580904,,,True,1,,Student,
64201,1912711,Study Review Protocol,1835,Sitting Together And Reaching To Play (START-Play),Business as usual,27265,"Bayley Scales of Infant and Toddler Development, Third Edition: Cognition Scale",Cognition,0 Days,Overall - Significant motor delay at baseline,True,50,25,25,25,25,,,,,0.43,,17,0.013,0.133325732741124,,,True,1,,Student,
64202,1912711,Study Review Protocol,1835,Sitting Together And Reaching To Play (START-Play),Business as usual,27273,"Bayley Scales of Infant and Toddler Development, Third Edition: Gross Motor Scale",Functional Skills,0 Days,Overall - Significant motor delay at baseline,True,50,25,25,25,25,,,,,0.26,,10,0.095,0.357031719290068,,,False,1,,Student,
64203,1912711,Study Review Protocol,1835,Sitting Together And Reaching To Play (START-Play),Business as usual,27274,"Bayley Scales of Infant and Toddler Development, Third Edition: Fine motor",Functional Skills,0 Days,Overall - Significant motor delay at baseline,True,50,25,25,25,25,,,,,0.28,,11,0.045,0.321916217293697,,,True,1,,Student,
64204,1912711,Study Review Protocol,1835,Sitting Together And Reaching To Play (START-Play),Business as usual,27275,"Bayley Scales of Infant and Toddler Development, Third Edition: Receptive communication",Receptive Communication,0 Days,Overall - Significant motor delay at baseline,True,50,25,25,25,25,,,,,0.02,,1,0.912,0.943029928316857,,,False,1,,Student,
64205,1912711,Study Review Protocol,1835,Sitting Together And Reaching To Play (START-Play),Business as usual,27276,"Bayley Scales of Infant and Toddler Development, Third Edition: Expressive communication",Expressive Communication,0 Days,Overall - Significant motor delay at baseline,True,50,25,25,25,25,,,,,0.21,,8,0.301,0.455580263500693,,,False,1,,Student,
64215,1912711,Study Review Protocol,1835,Sitting Together And Reaching To Play (START-Play),Business as usual,27277,Gross Motor Function Measure (GMFM): Sitting dimension,Functional Skills,0 Days,Overall - Mild motor delay at baseline,True,62,32,30,32,30,,,,,0.21,,8,0.166,0.407281586787956,,,False,1,,Student,
64216,1912711,Study Review Protocol,1835,Sitting Together And Reaching To Play (START-Play),Business as usual,27369,Assessment of Problem Solving in Play (APSP),Cognition,0 Days,Overall - Mild motor delay at baseline,True,62,32,30,32,30,,,,,-0.51,,-19,0.025,0.0500201037643319,,,True,1,,Student,
64217,1912711,Study Review Protocol,1835,Sitting Together And Reaching To Play (START-Play),Business as usual,27265,"Bayley Scales of Infant and Toddler Development, Third Edition: Cognition Scale",Cognition,0 Days,Overall - Mild motor delay at baseline,True,62,32,30,32,30,,,,,-0.06,,-2,0.79,0.811885481905427,,,False,1,,Student,
64218,1912711,Study Review Protocol,1835,Sitting Together And Reaching To Play (START-Play),Business as usual,27273,"Bayley Scales of Infant and Toddler Development, Third Edition: Gross Motor Scale",Functional Skills,0 Days,Overall - Mild motor delay at baseline,True,62,32,30,32,30,,,,,-0.03,,-1,0.869,0.90524490195972,,,False,1,,Student,
64219,1912711,Study Review Protocol,1835,Sitting Together And Reaching To Play (START-Play),Business as usual,27274,"Bayley Scales of Infant and Toddler Development, Third Edition: Fine motor",Functional Skills,0 Days,Overall - Mild motor delay at baseline,True,62,32,30,32,30,,,,,0.22,,9,0.437,0.385572158380204,,,False,1,,Student,
64220,1912711,Study Review Protocol,1835,Sitting Together And Reaching To Play (START-Play),Business as usual,27275,"Bayley Scales of Infant and Toddler Development, Third Edition: Receptive communication",Receptive Communication,0 Days,Overall - Mild motor delay at baseline,True,62,32,30,32,30,,,,,0.38,,15,0.047,0.138646396577288,,,True,1,,Student,
64221,1912711,Study Review Protocol,1835,Sitting Together And Reaching To Play (START-Play),Business as usual,27276,"Bayley Scales of Infant and Toddler Development, Third Edition: Expressive communication",Expressive Communication,0 Days,Overall - Mild motor delay at baseline,True,62,32,30,32,30,,,,,-0.01,,0,0.948,0.968345409554879,,,False,1,,Student,
64222,1912711,Study Review Protocol,1835,Sitting Together And Reaching To Play (START-Play),Business as usual,27279,Researcher-developed reaching assessment ,Functional Skills,9 Months,Overall - Mild motor delay at baseline,True,62,32,30,32,30,,,,,-0.35,,-14,0.433,0.171425853359279,,,False,1,,Student,
64231,1912711,Study Review Protocol,1835,Sitting Together And Reaching To Play (START-Play),Business as usual,27277,Gross Motor Function Measure (GMFM): Sitting dimension,Functional Skills,9 Months,Overall - Mild motor delay at baseline,True,62,32,30,32,30,,,,,-0.16,,-6,0.643,0.526820052227443,,,False,1,,Student,
64232,1912711,Study Review Protocol,1835,Sitting Together And Reaching To Play (START-Play),Business as usual,27369,Assessment of Problem Solving in Play (APSP),Cognition,9 Months,Overall - Mild motor delay at baseline,True,62,32,30,32,30,,,,,-0.03,,-1,0.904,0.90524490195972,,,False,1,,Student,
64233,1912711,Study Review Protocol,1835,Sitting Together And Reaching To Play (START-Play),Business as usual,27265,"Bayley Scales of Infant and Toddler Development, Third Edition: Cognition Scale",Cognition,9 Months,Overall - Mild motor delay at baseline,True,62,32,30,32,30,,,,,0.01,,0,0.966,0.968345409554879,,,False,1,,Student,
64234,1912711,Study Review Protocol,1835,Sitting Together And Reaching To Play (START-Play),Business as usual,27273,"Bayley Scales of Infant and Toddler Development, Third Edition: Gross Motor Scale",Functional Skills,9 Months,Overall - Mild motor delay at baseline,True,62,32,30,32,30,,,,,-0.49,,-19,0.057,0.0591005828681789,,,False,1,,Student,
64235,1912711,Study Review Protocol,1835,Sitting Together And Reaching To Play (START-Play),Business as usual,27274,"Bayley Scales of Infant and Toddler Development, Third Edition: Fine motor",Functional Skills,9 Months,Overall - Mild motor delay at baseline,True,62,32,30,32,30,,,,,0.12,,5,0.645,0.63455155859054,,,False,1,,Student,
64236,1912711,Study Review Protocol,1835,Sitting Together And Reaching To Play (START-Play),Business as usual,27275,"Bayley Scales of Infant and Toddler Development, Third Edition: Receptive communication",Receptive Communication,9 Months,Overall - Mild motor delay at baseline,True,62,32,30,32,30,,,,,0.33,,13,0.172,0.196473004379439,,,False,1,,Student,
64237,1912711,Study Review Protocol,1835,Sitting Together And Reaching To Play (START-Play),Business as usual,27276,"Bayley Scales of Infant and Toddler Development, Third Edition: Expressive communication",Expressive Communication,9 Months,Overall - Mild motor delay at baseline,True,62,32,30,32,30,,,,,0.04,,2,0.875,0.873902364178515,,,False,1,,Student,
64244,1912862,Study Review Protocol,1980,Youth CareerConnect,Business as usual,27286,Late for school,School Attendance,0 Days,Full sample,False,428,275,153,275,153,55.8,57.6,,,,0.044439469794134,2,,0.719165370596493,,,False,1,,Student,
64245,1912513,Study Review Protocol,1959,Around the Corner,Business as usual,239,Woodcock-Johnson III (WJ-III): Word Attack subtest,Alphabetics,0 Days,Full sample,False,548,276,272,6,6,461.402,460.54,25.79,24.59,0.1,0.0433187695485807,2,0.622,0.801802060409444,0.2,,False,1,,Student,Favorable
64246,1912513,Study Review Protocol,1959,Around the Corner,Business as usual,27137,Woodcock-Johnson III (WJ-III): Letter-Word Identification Subtest,Alphabetics,0 Days,Full sample,False,549,277,272,6,6,402.858,404.949,28.088,30.061,-0.01,-0.066645933492419,-3,,0.729355372797926,0.2,,False,1,,Student,Unfavorable
64247,1912513,Study Review Protocol,1959,Around the Corner,Business as usual,27575,Test of Language Development (TOLD-4) Sentence Imitation Subtest,Receptive Communication,0 Days,Full sample,False,548,276,272,6,6,8.802,8.879,3.078,2.92,-0.1,-0.0372316256423183,-1,,0.800274501659725,0.2,,False,1,,Student,Unfavorable
64248,1912513,Study Review Protocol,1959,Around the Corner,Business as usual,26604,The Peabody Picture Vocabulary Test (PPVT-III),Vocabulary,0 Days,Full sample,False,549,277,272,6,6,95.052,97.618,15.429,13.618,-0.14,-0.196199191056041,-8,,0.0144241435026027,0.2,,True,1,,Student,Unfavorable
